handle,content,tweet_replies,tweet_retweets,tweets_favorites,published_date,user_description,total_status_counts,total_followers,total_favorites,total_friends,account_created,protected,verified,screenName,location,lang,id,listedCount,followRequestSent,no_of_hashtags,no_of_urls
veganbananas,randomly  vegan peanut butter chocolate bar cookie deliciousness    made by the keebler elves ,NA,1,1,8/14/2011 1:23,just my #veganfoodporn here & @foodnetworkveg curator there,431,439,330,278,11/14/2010 4:12,FALSE,FALSE,veganbananas,,en,215510982,12,FALSE,1,1
VeganBoutique,if you like our  vegan tweets let us know by rting this    ,NA,11,NA,7/21/2011 6:23,We're an online Vegan Boutique offering the best selection of fashionable cruelty-free products.,15228,13691,326,1967,4/10/2009 19:58,FALSE,FALSE,VeganBoutique,"Corte Madera, CA",en,30298209,353,FALSE,1,0
VeganBoutique,fourth of july sale  save 15  on all  vegan items  coupon code 15july4  ends 7 4 11,NA,2,1,7/2/2011 21:54,We're an online Vegan Boutique offering the best selection of fashionable cruelty-free products.,15228,13691,326,1967,4/10/2009 19:58,FALSE,FALSE,VeganBoutique,"Corte Madera, CA",en,30298209,353,FALSE,1,1
VeganBoutique,our memorial day sale starts today  get 15  off all our vegan merchandise until 5 30 11 www alternativeoutfitters com  ecofriendly  vegan,NA,4,NA,5/27/2011 5:17,We're an online Vegan Boutique offering the best selection of fashionable cruelty-free products.,15228,13691,326,1967,4/10/2009 19:58,FALSE,FALSE,VeganBoutique,"Corte Madera, CA",en,30298209,353,FALSE,2,0
VeganBoutique,only 28 more followers needed until another  vegan  giveaway  rt for a chance to win  ,NA,9,NA,8/6/2011 3:36,We're an online Vegan Boutique offering the best selection of fashionable cruelty-free products.,15228,13691,326,1967,4/10/2009 19:58,FALSE,FALSE,VeganBoutique,"Corte Madera, CA",en,30298209,353,FALSE,2,1
VeganBoutique,only a few hours left to take advantage of our 1 day sale  20  off everything w  coupon code 20may11 www alternativeoutfitters com  vegan,NA,4,NA,5/20/2011 5:38,We're an online Vegan Boutique offering the best selection of fashionable cruelty-free products.,15228,13691,326,1967,4/10/2009 19:58,FALSE,FALSE,VeganBoutique,"Corte Madera, CA",en,30298209,353,FALSE,1,0
VeganBoutique,shop with compassion for mother s day  cruelty free gift ideas    vegan,NA,5,NA,4/20/2011 3:26,We're an online Vegan Boutique offering the best selection of fashionable cruelty-free products.,15228,13691,326,1967,4/10/2009 19:58,FALSE,FALSE,VeganBoutique,"Corte Madera, CA",en,30298209,353,FALSE,1,1
VeganBoutique,we are having a 1 day sale to celebrate our 7 year anniversary  today only 20  off everything   coupon  20sevenyr  vegan,NA,2,1,4/29/2011 6:19,We're an online Vegan Boutique offering the best selection of fashionable cruelty-free products.,15228,13691,326,1967,4/10/2009 19:58,FALSE,FALSE,VeganBoutique,"Corte Madera, CA",en,30298209,353,FALSE,1,1
VeganBoutique,help us reach 2 000 followers for a chance to win this  vegan prize pack just by rting this  ,NA,4,NA,2/19/2011 0:47,We're an online Vegan Boutique offering the best selection of fashionable cruelty-free products.,15228,13691,326,1967,4/10/2009 19:58,FALSE,FALSE,VeganBoutique,"Corte Madera, CA",en,30298209,353,FALSE,1,1
VeganBoutique,rt if you love tofu    vegan,NA,2,1,7/8/2011 5:21,We're an online Vegan Boutique offering the best selection of fashionable cruelty-free products.,15228,13691,326,1967,4/10/2009 19:58,FALSE,FALSE,VeganBoutique,"Corte Madera, CA",en,30298209,353,FALSE,1,1
VeganBoutique,shop for dad   save 10  w  coupon 10father2011 during our 4 day father s day sale    vegan,NA,4,NA,6/10/2011 1:34,We're an online Vegan Boutique offering the best selection of fashionable cruelty-free products.,15228,13691,326,1967,4/10/2009 19:58,FALSE,FALSE,VeganBoutique,"Corte Madera, CA",en,30298209,353,FALSE,1,1
VeganBoutique,when we hit 2000 followers 1 of you will win this  vegan prize pack  the more you rt our tweets the better your chance  ,NA,13,NA,2/24/2011 1:30,We're an online Vegan Boutique offering the best selection of fashionable cruelty-free products.,15228,13691,326,1967,4/10/2009 19:58,FALSE,FALSE,VeganBoutique,"Corte Madera, CA",en,30298209,353,FALSE,1,1
VeganCapitalist,the war on meat  how low meat   no meat diets are impacting consumer markets   via  euromonitor   vegan,1,4,NA,8/30/2011 17:13,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,1
VeganCapitalist,listen to  erinred on the 1st episode of red radio  she s fantastic    vegan  animalrights  citizenradio,1,1,NA,11/15/2011 20:00,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,2,1
VeganCapitalist,it appears that every  vegan on the planet will be watching  oprah tomorrow ,NA,3,1,2/1/2011 2:45,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,2,0
VeganCapitalist,look out for  vegan fighter jon fitch on ufc 127 tonight against b j  penn  ,NA,1,1,2/26/2011 21:03,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,1
VeganCapitalist,don t you know that real men eat meat  here are 5 reasons why     via  joshtetrick   vegan,1,4,3,8/1/2011 17:04,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,1
VeganCapitalist, thingsthatdontmakesense people who claim to  love  animals but continue to eat wear them   vegan,NA,9,1,9/6/2011 4:41,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,2,0
VeganCapitalist, uknowlifehardwhen the sole purpose of your tortured   miserable existence is for your flesh to be sold and consumed  it s not right   vegan,NA,5,NA,4/13/2011 4:57,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,2,0
VeganCapitalist, pricesthatshockyou your medical bills from eating meat  dairy  and other animal products   vegan,1,4,NA,6/30/2011 21:00,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,2,0
VeganCapitalist,this is hilarious  rt  garylfrancione political commentator satirist  jamiekilstein on veganism    vegan,2,NA,3,7/30/2011 19:32,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,1
VeganCapitalist,fantastic video about a wonderful  vegan business    vegantreats  you guys rock ,NA,1,2,7/18/2011 16:36,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,1
VeganCapitalist,beastie boy adam yauch  aka mca  beats  cancer with the help of a  vegan diet  ,NA,3,2,1/7/2011 21:08,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,2,1
VeganCapitalist, who would you rather see live    why do i have to choose  i want both to live   vivisection  animalrights  vegan,NA,6,1,4/9/2011 18:57,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,3,1
VeganCapitalist, by the 4th grade  10  to 13  of us children have high  cholesterol    note that a  vegan diet is cholesterol free ,NA,4,NA,11/12/2011 4:24,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,2,1
VeganCapitalist,i don t condone vandalism  but lol    vegan,NA,4,1,6/7/2011 16:46,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,1
VeganCapitalist,like animals  so why eat them    via  zachariot   vegan,NA,3,2,8/1/2011 22:09,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,1
VeganCapitalist,the human rights tribunal of  ontario will decide whether veganism is protected by anti discrimination laws    vegan,1,5,NA,11/9/2011 18:49,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,2,1
VeganCapitalist,study  can a veggie rich diet make you more beautiful   absolutely   vegan girls are always hotter ,NA,5,1,1/14/2011 0:38,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,1
VeganCapitalist,everything about this article pisses me off   conveniently fails to mention govt subsidies to meat dairy   vegan,NA,2,NA,11/29/2011 0:11,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,1
VeganCapitalist,i m glad amtrak offers a  vegan burger but i can t believe i just put all these chemicals in my body ,4,1,1,10/10/2011 1:26,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,1
VeganCapitalist,u s  consumers will pay more for meat and eggs this year   go  vegan or go broke   inflation,1,26,1,9/23/2011 20:46,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,2,1
VeganCapitalist,is that cupcake  vegan or just butter  and egg free  ,2,2,1,10/18/2011 18:30,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,1
VeganCapitalist,you ve got to be kidding me    vegan,3,NA,NA,11/7/2011 23:26,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,1
VeganCapitalist,why do people equate veganism with religion   i never understood this   vegan,7,2,1,6/21/2011 5:36,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,1
VeganCapitalist,october is vegetarian awareness month  be aware of the animals that go through hell to produce dairy and eggs   vegan,NA,9,1,10/1/2011 19:25,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,0
VeganCapitalist,humane meat is the solution to what  again   by  zachariot  vegan,NA,4,1,6/22/2011 4:00,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,1
VeganCapitalist,similar to how every day should be valentine s day or mother s day  every day should be world vegan day   vegan,1,5,NA,11/1/2011 18:13,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,0
VeganCapitalist, itssadwhen 56 billion animals are killed for food every year   vegan,NA,5,1,4/12/2011 5:04,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,2,0
VeganCapitalist, national vegetarian week  is trending  wish it were  worldwide vegan lifetime    vegan,NA,102,5,5/23/2011 16:53,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,1,0
VeganCapitalist,i m  veganproud because it is the best thing i can do for my health  my spirit  the environment  the animals   vegan  ahimsa,NA,6,2,3/7/2011 9:38,"A vegan believer of free market capitalism. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> living in <f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00A7>. Tweets about money, power, and plants.",8257,17602,303,868,4/2/2009 0:13,FALSE,FALSE,VeganCapitalist,"London, England",en,28234492,455,FALSE,3,0
VeganChatRoom,october cafe on old street  london is changing to the uk s first vegan market and needs stallholders      vegan,NA,4,1,7/20/2011 22:42,Promoting #veganism online since 2008. Support the #vegan community in these Twitter chats: <f0><U+009F><U+0097><U+00A8>Tue 7pm UK  #veganhour and <f0><U+009F><U+0097><U+00A8>Thu 8pm UK #veganrecipehour <f0><U+009F><U+008C><U+00B1> <U+24CB><U+24BA><U+24BC><U+24B6><U+24C3>,49586,56820,14690,58186,3/30/2010 11:41,FALSE,FALSE,VeganChatRoom,Visit the Vegan Chat Room at,en,127839157,895,FALSE,1,1
VeganChatRoom,a list of top 50 vegan blogs by blog rank      vegan  vegans  veganblogs,NA,3,1,8/30/2011 20:16,Promoting #veganism online since 2008. Support the #vegan community in these Twitter chats: <f0><U+009F><U+0097><U+00A8>Tue 7pm UK  #veganhour and <f0><U+009F><U+0097><U+00A8>Thu 8pm UK #veganrecipehour <f0><U+009F><U+008C><U+00B1> <U+24CB><U+24BA><U+24BC><U+24B6><U+24C3>,49586,56820,14690,58186,3/30/2010 11:41,FALSE,FALSE,VeganChatRoom,Visit the Vegan Chat Room at,en,127839157,895,FALSE,3,1
VeganChatRoom, the time will come when men such as i will look upon the murder of animals as they now look on the murder of men   leonardo da vinci  vegan,NA,2,2,11/19/2011 2:54,Promoting #veganism online since 2008. Support the #vegan community in these Twitter chats: <f0><U+009F><U+0097><U+00A8>Tue 7pm UK  #veganhour and <f0><U+009F><U+0097><U+00A8>Thu 8pm UK #veganrecipehour <f0><U+009F><U+008C><U+00B1> <U+24CB><U+24BA><U+24BC><U+24B6><U+24C3>,49586,56820,14690,58186,3/30/2010 11:41,FALSE,FALSE,VeganChatRoom,Visit the Vegan Chat Room at,en,127839157,895,FALSE,1,0
VeganChatRoom,what people think vegans eat   what vegans actually eat      vegan  whatdoveganseat,NA,3,2,10/15/2011 16:01,Promoting #veganism online since 2008. Support the #vegan community in these Twitter chats: <f0><U+009F><U+0097><U+00A8>Tue 7pm UK  #veganhour and <f0><U+009F><U+0097><U+00A8>Thu 8pm UK #veganrecipehour <f0><U+009F><U+008C><U+00B1> <U+24CB><U+24BA><U+24BC><U+24B6><U+24C3>,49586,56820,14690,58186,3/30/2010 11:41,FALSE,FALSE,VeganChatRoom,Visit the Vegan Chat Room at,en,127839157,895,FALSE,2,1
